arxiv_id,title,year,authors_short,direction_tag
2410.07845,Autonomous Vehicles Path Planning under Temporal Logic Specifications,2024,Akshay Dhonthi et al.,G_subgoal_optimization
2410.08909,Implicit Graph Search for Planning on Graphs of Convex Sets,2024,Ramkumar Natarajan et al.,I_corridor_planning
2410.20230,FRTree Planner: Robot Navigation in Cluttered and Unknown Environments with Tree of Free Regions,2024,Yulin Li et al.,G_subgoal_optimization
2410.20635,Generating and Optimizing Topologically Distinct Guesses for Mobile Manipulator Path Planning with Path Constraints,2024,Rufus Cheuk Yin Wong et al.,J_homotopy_topology
2410.21497,Denoising Diffusion Planner: Learning Complex Paths from Low-Quality Demonstrations,2024,Michiel Nikken et al.,L_learning_path_optimization
2410.24205,Zonal RL-RRT: Integrated RL-RRT Path Planning with Collision Probability and Zone Connectivity,2024,AmirMohammad Tahmasbi et al.,D_asymptotically_optimal_sampling
2411.08851,Experience-based Subproblem Planning for Multi-Robot Motion Planning,2024,Irving Solis et al.,N_path_repair
2411.14086,Path-Tracking Hybrid A* and Hierarchical MPC Framework for Autonomous Agricultural Vehicles,2024,Mingke Lu et al.,A_path_smoothing
2411.14356,Learning Probabilistic Obstacle Spaces from Data-driven Uncertainty using Neural Networks,2024,Jun Xiang et al.,L_learning_path_optimization
2411.17902,Nearest-Neighbourless Asymptotically Optimal Motion Planning with Fully Connected Informed Trees (FCIT*),2024,Tyler S. Wilson et al.,Q_informed_sampling
2411.18150,A Cost-Effective Approach to Smooth A* Path Planning for Autonomous Vehicles,2024,Lukas Schichler et al.,K_dubins_reeds_shepp;P_nonholonomic_constraints
2411.18913,Planning Shorter Paths in Graphs of Convex Sets by Undistorting Parametrized Configuration Spaces,2024,Shruti Garg et al.,I_corridor_planning
2411.19393,Global Tensor Motion Planning,2024,An T. Le et al.,N_path_repair
2412.03174,Resilient Timed Elastic Band Planner for Collision-Free Navigation in Unknown Environments,2024,Geesara Kulathunga et al.,C_elastic_band
2412.13033,Singularity-Free Guiding Vector Field over Bézier's Curves Applied to Rovers Path Planning and Path Following,2024,Alfredo González-Calvin et al.,P_nonholonomic_constraints
2412.16875,Swept Volume-Aware Trajectory Planning and MPC Tracking for Multi-Axle Swerve-Drive AMRs,2024,Tianxin Hu et al.,P_nonholonomic_constraints
2412.17993,Multi-Agent Path Finding in Continuous Spaces with Projected Diffusion Models,2024,Jinhao Liang et al.,L_learning_path_optimization
2412.19948,Motion Planning Diffusion: Learning and Adapting Robot Motion Planning with Diffusion Models,2024,J. Carvalho et al.,L_learning_path_optimization
2301.01755,Autonomous Drone Racing: A Survey,2023,Drew Hanover et al.,R_surveys
2301.10528,An Incremental Inverse Reinforcement Learning Approach for Motion Planning with Separated Path and Velocity Preferences,2023,Armin Avaei et al.,J_homotopy_topology
2301.11816,Bi-AM-RRT*: A Fast and Efficient Sampling-Based Motion Planning Algorithm in Dynamic Environments,2023,Ying Zhang et al.,A_path_smoothing
2301.13512,OpTaS: An Optimization-based Task Specification Library for Trajectory Optimization and Model Predictive Control,2023,Christopher E. Mower et al.,B_trajectory_optimization
2302.00122,Chance-Constrained Trajectory Optimization for High-DOF Robots in Uncertain Environments,2023,Charles Dawson et al.,B_trajectory_optimization
2302.03474,MPC-based Motion Planning for Autonomous Truck-Trailer Maneuvering,2023,Mathias Bos et al.,I_corridor_planning
2302.11114,Sampling-based path planning under temporal logic constraints with real-time adaptation,2023,Yizhou Chen et al.,Q_informed_sampling
2302.11648,Fillet-based RRT*: A Rapid Convergence Implementation of RRT* for Curvature Constrained Vehicles,2023,James Swedeen et al.,D_asymptotically_optimal_sampling
2302.13026,A Homotopy Invariant Based on Convex Dissection Topology and a Distance Optimal Path Planning Algorithm,2023,Jinyuan Liu et al.,C_elastic_band;J_homotopy_topology
2302.14422,Paramater Optimization for Manipulator Motion Planning using a Novel Benchmark Set,2023,Carl Gaebert et al.,O_dense_forest_narrow_passage
2303.06737,Non-Trivial Query Sampling For Efficient Learning To Plan,2023,Sagar Suhas Joshi et al.,L_learning_path_optimization
2303.09477,Learning Local Heuristics for Search-Based Navigation Planning,2023,Rishi Veerapaneni et al.,E_bounded_suboptimal_search
2303.11279,Distributed Timed Elastic Band (DTEB) Planner: Trajectory Sharing and Collision Prediction for Multi-Robot Systems,2023,Yiu Ming Chung et al.,C_elastic_band
2303.11966,Multi-Robot Planning on Dynamic Topological Graphs using Mixed-Integer Programming,2023,Cora A. Dimmig et al.,J_homotopy_topology
2303.14502,VERN: Vegetation-aware Robot Navigation in Dense Unstructured Outdoor Environments,2023,Adarsh Jagan Sathyamoorthy et al.,O_dense_forest_narrow_passage
2304.00119,End-to-end deep learning-based framework for path planning and collision checking: bin picking application,2023,Mehran Ghafarian Tamizi et al.,G_subgoal_optimization;L_learning_path_optimization
2304.00732,Leveraging Predictive Models for Adaptive Sampling of Spatiotemporal Fluid Processes,2023,Sandeep Manjanna et al.,Q_informed_sampling
2304.00790,LQR-CBF-RRT*: Safe and Optimal Motion Planning,2023,Guang Yang et al.,Q_informed_sampling
2304.00843,A Hierarchical Multi-Vehicle Coordinated Motion Planning Method based on Interactive Spatio-Temporal Corridors,2023,Xiang Zhang et al.,I_corridor_planning
2304.08988,Autonomous Navigation in Rows of Trees and High Crops with Deep Semantic Segmentation,2023,Alessandro Navone et al.,O_dense_forest_narrow_passage
2304.10984,IBBT: Informed Batch Belief Trees for Motion Planning Under Uncertainty,2023,Dongliang Zheng et al.,Q_informed_sampling
2304.14043,Improved path planning algorithms for non-holonomic autonomous vehicles in industrial environments with narrow corridors: Roadmap Hybrid A* and Waypoints Hybrid B*. Roadmap hybrid A* and Waypoints hybrid A* Pseudocodes,2023,Alessandro Bonetti et al.,F_hybrid_astar
2305.00271,Path Planning for Multiple Tethered Robots Using Topological Braids,2023,Muqing Cao et al.,J_homotopy_topology
2305.02772,Efficient and Robust Time-Optimal Trajectory Planning and Control for Agile Quadrotor Flight,2023,Ziyu Zhou et al.,G_subgoal_optimization
2305.08080,Probabilistic RRT Connect with intermediate goal selection for online planning of autonomous vehicles,2023,Darshit Patel et al.,G_subgoal_optimization
2305.13783,Deep Reinforcement Learning-based Multi-objective Path Planning on the Off-road Terrain Environment for Ground Vehicles,2023,Shuqiao Huang et al.,H_hierarchical_planning
2305.13969,CTopPRM: Clustering Topological PRM for Planning Multiple Distinct Paths in 3D Environments,2023,Matej Novosad et al.,J_homotopy_topology
2306.00148,SafeDiffuser: Safe Planning with Diffusion Probabilistic Models,2023,Wei Xiao et al.,L_learning_path_optimization
2306.00264,Optimal Sampling-based Motion Planning in Gaussian Belief Space for Minimum Sensing Navigation,2023,Vrushabh Zinage et al.,Q_informed_sampling
2306.00616,Progressive Learning for Physics-informed Neural Motion Planning,2023,Ruiqi Ni et al.,L_learning_path_optimization;O_dense_forest_narrow_passage
2306.00851,Learning Sampling Dictionaries for Efficient and Generalizable Robot Motion Planning with Transformers,2023,Jacob J Johnson et al.,J_homotopy_topology
2306.01203,"Topo-Geometrically Distinct Path Computation using Neighborhood-augmented Graph, and its Application to Path Planning for a Tethered Robot in 3D",2023,Alp Sahin et al.,J_homotopy_topology
2306.05869,Leaving the Lines Behind: Vision-Based Crop Row Exit for Agricultural Robot Navigation,2023,Rajitha de Silva et al.,O_dense_forest_narrow_passage
2306.06754,Reinforcement Learning in Robotic Motion Planning by Combined Experience-based Planning and Self-Imitation Learning,2023,Sha Luo et al.,N_path_repair
2306.08977,Path Generation for Wheeled Robots Autonomous Navigation on Vegetated Terrain,2023,Zhuozhu Jian et al.,O_dense_forest_narrow_passage
2306.09446,Learning from Local Experience: Informed Sampling Distributions for High Dimensional Motion Planning,2023,Keita Kobashi et al.,N_path_repair;Q_informed_sampling
2306.14137,BotanicGarden: A High-Quality Dataset for Robot Navigation in Unstructured Natural Environments,2023,Yuanzhi Liu et al.,O_dense_forest_narrow_passage
2306.14409,Efficient Heuristics for Multi-Robot Path Planning in Crowded Environments,2023,Teng Guo et al.,H_hierarchical_planning
2307.00482,Adaptive Sampling Control in Motion Planning of Autonomous Vehicle,2023,Yucheng LI,Q_informed_sampling
2307.06135,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Robot Task Planning,2023,Krishan Rana et al.,A_path_smoothing
2307.09754,ProNav: Proprioceptive Traversability Estimation for Legged Robot Navigation in Outdoor Environments,2023,Mohamed Elnoor et al.,O_dense_forest_narrow_passage
2307.10555,Lightweight Neural Path Planning,2023,Jinsong Li et al.,Q_informed_sampling
2308.04071,Path Signatures for Diversity in Probabilistic Trajectory Optimisation,2023,Lucas Barcelos et al.,J_homotopy_topology
2308.04077,Federated Zeroth-Order Optimization using Trajectory-Informed Surrogate Gradients,2023,Yao Shu et al.,B_trajectory_optimization
2308.04792,NNPP: A Learning-Based Heuristic Model for Accelerating Optimal Path Planning on Uneven Terrain,2023,Yiming Ji et al.,O_dense_forest_narrow_passage
2308.05992,Reachable Set-based Path Planning for Automated Vertical Parking System,2023,In Hyuk Oh et al.,G_subgoal_optimization;K_dubins_reeds_shepp
2308.07420,Multiple-Hypothesis Path Planning with Uncertain Object Detections,2023,Brian H. Wang et al.,O_dense_forest_narrow_passage
2308.10049,Clothoid Curve-based Emergency-Stopping Path Planning with Adaptive Potential Field for Autonomous Vehicles,2023,Pengfei Lin et al.,K_dubins_reeds_shepp;O_dense_forest_narrow_passage
2308.12110,Constrained Stein Variational Trajectory Optimization,2023,Thomas Power et al.,B_trajectory_optimization
2308.15931,Sparse Waypoint Validity Checking for Self-Entanglement-Free Tethered Path Planning,2023,Tong Yang et al.,G_subgoal_optimization
2308.16381,Wasserstein Distributionally Robust Chance Constrained Trajectory Optimization for Mobile Robots within Uncertain Safe Corridor,2023,Shaohang Xu et al.,I_corridor_planning
2309.07832,VAPOR: Legged Robot Navigation in Outdoor Vegetation Using Offline Reinforcement Learning,2023,Kasun Weerakoon et al.,O_dense_forest_narrow_passage
2309.08814,URA*: Uncertainty-aware Path Planning using Image-based Aerial-to-Ground Traversability Estimation for Off-road Environments,2023,Charles Moore et al.,O_dense_forest_narrow_passage
2309.10275,Optimizing Crowd-Aware Multi-Agent Path Finding through Local Communication with Graph Neural Networks,2023,Phu Pham et al.,L_learning_path_optimization
2309.10801,HAS-RRT: RRT-based Motion Planning using Topological Guidance,2023,Diane Uwacu et al.,O_dense_forest_narrow_passage
2309.11032,Multi-Risk-RRT: An Efficient Motion Planning Algorithm for Robotic Autonomous Luggage Trolley Collection at Airports,2023,Zhirui Sun et al.,D_asymptotically_optimal_sampling
2309.13119,Sampling-Based Motion Planning: A Comparative Review,2023,Andreas Orthey et al.,Q_informed_sampling
2309.13508,Guided Cooperation in Hierarchical Reinforcement Learning via Model-based Rollout,2023,Haoran Wang et al.,G_subgoal_optimization
2309.14595,Neural Informed RRT*: Learning-based Path Planning with Point Cloud State Representations under Admissible Ellipsoidal Constraints,2023,Zhe Huang et al.,D_asymptotically_optimal_sampling
2309.15191,Deep Learning for Optimization of Trajectories for Quadrotors,2023,Yuwei Wu et al.,I_corridor_planning;L_learning_path_optimization
2309.16862,Stochastic Implicit Neural Signed Distance Functions for Safe Motion Planning under Sensing Uncertainty,2023,Carlos Quintero-Peña et al.,H_hierarchical_planning;L_learning_path_optimization
2310.01190,Graph-Theoretic Bézier Curve Optimization over Safe Corridors for Safe and Smooth Motion Planning,2023,Soufyan Zayou et al.,I_corridor_planning
2310.09195,AMSwarmX: Safe Swarm Coordination in CompleX Environments via Implicit Non-Convex Decomposition of the Obstacle-Free Space,2023,Vivek K. Adajania et al.,I_corridor_planning
2310.12828,Flexible Informed Trees (FIT*): Adaptive Batch-Size Approach in Informed Sampling-Based Path Planning,2023,Liding Zhang et al.,D_asymptotically_optimal_sampling;Q_informed_sampling
2310.13831,Transformers for Trajectory Optimization with Application to Spacecraft Rendezvous,2023,Tommaso Guffanti et al.,L_learning_path_optimization
2310.13899,FHT-Map: Feature-based Hierarchical Topological Map for Relocalization and Path Planning,2023,Kun Song et al.,J_homotopy_topology
2310.14339,Motion Planning for Autonomous Ground Vehicles Using Artificial Potential Fields: A Review,2023,Aziz ur Rehman et al.,R_surveys
2310.17620,Radar-Only Off-Road Local Navigation,2023,Timothy Overbye et al.,O_dense_forest_narrow_passage
2311.08345,Speeding Up Optimization-based Motion Planning through Deep Learning,2023,Johannes Tenhumberg et al.,J_homotopy_topology;N_path_repair
2311.08740,AdVENTR: Autonomous Robot Navigation in Complex Outdoor Environments,2023,Kasun Weerakoon et al.,O_dense_forest_narrow_passage
2311.10176,Scalable Multi-Robot Motion Planning Using Workspace Guidance-Informed Hypergraphs,2023,Courtney McBeth et al.,O_dense_forest_narrow_passage
2311.12385,Joint-Space Multi-Robot Motion Planning with Learned Decentralized Heuristics,2023,Fengze Xie et al.,D_asymptotically_optimal_sampling
2312.02328,Multi-Modal MPPI and Active Inference for Reactive Task and Motion Planning,2023,Yuezhe Zhang et al.,J_homotopy_topology
2312.07227,Scalarizing Multi-Objective Robot Planning Problems using Weighted Maximization,2023,Nils Wilde et al.,M_multi_objective_planning
2312.10880,Sharable Clothoid-based Continuous Motion Planning for Connected Automated Vehicles,2023,Sanghoon Oh et al.,K_dubins_reeds_shepp
2312.14336,Constraint-Informed Learning for Warm Starting Trajectory Optimization,2023,Julia Briden et al.,L_learning_path_optimization
2201.03163,Continuous-Curvature Target Tree Algorithm for Path Planning in Complex Parking Environments,2022,Minsoo Kim et al.,K_dubins_reeds_shepp
2201.12981,G$ \mathbf{^2} $VD Planner: Efficient Motion Planning With Grid-based Generalized Voronoi Diagrams,2022,Jian Wen et al.,C_elastic_band;I_corridor_planning
2202.12177,Bubble Planner: Planning High-speed Smooth Quadrotor Trajectories using Receding Corridors,2022,Yunfan Ren et al.,I_corridor_planning
2203.01642,Adaptive Path Planning for UAVs for Multi-Resolution Semantic Segmentation,2022,Felix Stache et al.,H_hierarchical_planning
2203.01751,BITKOMO: Combining Sampling and Optimization for Fast Convergence in Optimal Motion Planning,2022,Jay Kamat et al.,D_asymptotically_optimal_sampling
2203.02176,ST-RRT*: Asymptotically-Optimal Bidirectional Motion Planning through Space-Time,2022,Francesco Grothe et al.,D_asymptotically_optimal_sampling;O_dense_forest_narrow_passage
2203.02816,Safely: Safe Stochastic Motion Planning Under Constrained Sensing via Duality,2022,Michael Hibbard et al.,B_trajectory_optimization
2203.03224,Factor Graph-Based Planning as Inference for Autonomous Vehicle Racing,2022,Salman Bari et al.,K_dubins_reeds_shepp
2203.04075,Obstacle Aware Sampling for Path Planning,2022,Murad Tukan et al.,Q_informed_sampling
2203.12830,TIGRIS: An Informed Sampling-based Algorithm for Informative Path Planning,2022,Brady Moon et al.,Q_informed_sampling
2204.01673,T*$\varepsilon$ -- Bounded-Suboptimal Efficient Motion Planning for Minimum-Time Planar Curvature-Constrained Systems,2022,Doron Pinsky et al.,E_bounded_suboptimal_search;K_dubins_reeds_shepp
2204.03329,Information-driven Path Planning for Hybrid Aerial Underwater Vehicles,2022,Zheng Zeng et al.,D_asymptotically_optimal_sampling
2204.04393,Star-Convex Constrained Optimization for Visibility Planning with Application to Aerial Inspection,2022,Tianyu Liu et al.,I_corridor_planning
2204.04558,Gradient-Based Trajectory Optimization With Learned Dynamics,2022,Bhavya Sukhija et al.,L_learning_path_optimization
2204.08550,Learning to Retrieve Relevant Experiences for Motion Planning,2022,Constantinos Chamzas et al.,N_path_repair
2204.10826,A Fully-autonomous Framework of Unmanned Surface Vehicles in Maritime Environments using Gaussian Process Motion Planning,2022,Jiawei Meng et al.,J_homotopy_topology
2205.00955,Coordination-free Multi-robot Path Planning for Congestion Reduction Using Topological Reasoning,2022,Xiaolong Wang et al.,J_homotopy_topology
2205.04422,Motion Planning around Obstacles with Convex Optimization,2022,Tobia Marcucci et al.,I_corridor_planning
2205.11790,Hierarchical Planning Through Goal-Conditioned Offline Reinforcement Learning,2022,Jinning Li et al.,G_subgoal_optimization
2205.14853,Informable Multi-Objective and Multi-Directional RRT* System for Robot Path Planning,2022,Jiunn-Kai Huang et al.,J_homotopy_topology
2206.00130,CBS-Budget (CBSB): A Complete and Bounded Suboptimal Search for Multi-Agent Path Finding,2022,Jaein Lim et al.,E_bounded_suboptimal_search
2206.00795,Adaptive Sampling-based Motion Planning with Control Barrier Functions,2022,Ahmad Ahmad et al.,Q_informed_sampling
2206.06307,Towards Constructing Finer then Homotopy Path Classes,2022,Weifu Wang et al.,J_homotopy_topology
2206.11977,Hierarchical Planning with Annotated Skeleton Guidance,2022,Diane Uwacu et al.,H_hierarchical_planning
2207.10782,Learning Deep SDF Maps Online for Robot Navigation and Exploration,2022,Gadiel Sznaier Camps et al.,B_trajectory_optimization
2208.03969,Efficient Distance-Optimal Tethered Path Planning in Planar Environments: The Workspace Convexity,2022,Tong Yang et al.,A_path_smoothing
2208.06111,Shape-aware Safe Corridors Generation using Voxel Grids,2022,Charbel Toumieh et al.,I_corridor_planning
2208.09318,Adaptive Hybrid Local-Global Sampling for Fast Informed Sampling-Based Optimal Path Planning,2022,Marco Faroni et al.,Q_informed_sampling
2208.10736,Optimization of Mobile Robotic Relay Operation for Minimal Average Wait Time,2022,Winston Hurst et al.,B_trajectory_optimization
2209.06761,Online Whole-body Motion Planning for Quadrotor using Multi-resolution Search,2022,Yunfan Ren et al.,I_corridor_planning
2209.06936,Vision-Based Uncertainty-Aware Motion Planning based on Probabilistic Semantic Segmentation,2022,Ralf Römer et al.,N_path_repair
2209.08663,Multiple Waypoint Navigation in Unknown Indoor Environments,2022,Shivam Sood et al.,G_subgoal_optimization
2209.09447,Decentralized Deadlock-free Trajectory Planning for Quadrotor Swarm in Obstacle-rich Environments -- Extended version,2022,Jungwon Park et al.,I_corridor_planning;O_dense_forest_narrow_passage
2209.09720,Adaptive and Collaborative Bathymetric Channel-Finding Approach for Multiple Autonomous Marine Vehicles,2022,Nikolai Gershfeld et al.,R_surveys
2209.10687,Motion Planning for a Climbing Robot with Stochastic Grasps,2022,Stephanie Newdick et al.,B_trajectory_optimization
2209.13092,"D-ITAGS: A Dynamic Interleaved Approach to Resilient Task Allocation, Scheduling, and Motion Planning",2022,Glen Neville et al.,E_bounded_suboptimal_search
2209.13684,Online Search-based Collision-inclusive Motion Planning and Control for Impact-resilient Mobile Robots,2022,Zhouyu Lu et al.,C_elastic_band
2209.15150,Spatio-temporal Motion Planning for Autonomous Vehicles with Trapezoidal Prism Corridors and Bézier Curves,2022,Srujan Deolasee et al.,I_corridor_planning
2210.07141,Scalable Multi-robot Motion Planning for Congested Environments With Topological Guidance,2022,Courtney McBeth et al.,J_homotopy_topology;O_dense_forest_narrow_passage
2210.08640,Evaluating Guiding Spaces for Motion Planning,2022,Amnon Attali et al.,Q_informed_sampling
2210.08828,Search-Based Path Planning Algorithm for Autonomous Parking:Multi-Heuristic Hybrid A*,2022,Jihao Huang et al.,F_hybrid_astar
2210.12851,Lazy Incremental Search for Efficient Replanning with Bounded Suboptimality Guarantees,2022,Jaein Lim et al.,E_bounded_suboptimal_search
2211.01576,Sequence-Based Plan Feasibility Prediction for Efficient Task and Motion Planning,2022,Zhutian Yang et al.,N_path_repair
2211.01812,Benchmarking local motion planners for navigation of mobile manipulators,2022,Sevag Tafnakaji et al.,C_elastic_band
2211.06377,Two-Step Online Trajectory Planning of a Quadcopter in Indoor Environments with Obstacles,2022,Martin Zimmermann et al.,G_subgoal_optimization
2211.08368,A Survey on the Integration of Machine Learning with Sampling-based Motion Planning,2022,Troy McMahon et al.,R_surveys
2212.07155,Autonomous Vehicle Navigation with LIDAR using Path Planning,2022,Rahul M K et al.,P_nonholonomic_constraints
2212.14307,Policy Optimization to Learn Adaptive Motion Primitives in Path Planning with Dynamic Obstacles,2022,Brian Angulo et al.,F_hybrid_astar
2010.15394,Kilometer-scale autonomous navigation in subarctic forests,2021,Frey et al.,O_dense_forest_narrow_passage
2101.02635,qRRT: Quality-Biased Incremental RRT for Optimal Motion Planning in Non-Holonomic Systems,2021,Nahas Pareekutty et al.,D_asymptotically_optimal_sampling
2101.06798,"MPC-MPNet: Model-Predictive Motion Planning Networks for Fast, Near-Optimal Planning under Kinodynamic Constraints",2021,Linjun Li et al.,L_learning_path_optimization
2101.11565,Shortest Paths in Graphs of Convex Sets,2021,Marcucci et al.,I_corridor_planning
2102.03127,Experience-Based Heuristic Search: Robust Motion Planning with Deep Q-Learning,2021,Julian Bernhard et al.,N_path_repair
2102.10313,Mesh Manifold based Riemannian Motion Planning for Omnidirectional Micro Aerial Vehicles,2021,Michael Pantic et al.,B_trajectory_optimization
2103.04374,Learning When to Quit: Meta-Reasoning for Motion Planning,2021,Yoonchang Sung et al.,L_learning_path_optimization
2103.10210,S2P2: Self-Supervised Goal-Directed Path Planning Using RGB-D Data for Robotic Wheelchairs,2021,Hengli Wang et al.,L_learning_path_optimization
2103.14607,Search-based Planning of Dynamic MAV Trajectories Using Local Multiresolution State Lattices,2021,Daniel Schleich et al.,F_hybrid_astar
2105.00312,Waypoint Planning Networks,2021,Alexandru-Iosif Toma et al.,G_subgoal_optimization
2105.11598,Feature Space Exploration For Planning Initial Benthic AUV Surveys,2021,Jackson Shields et al.,R_surveys
2105.14118,Robust Sample-Based Output-Feedback Path Planning,2021,Mahroo Bahreinian et al.,G_subgoal_optimization
2106.02801,Trajectory Optimization of Chance-Constrained Nonlinear Stochastic Systems for Motion Planning Under Uncertainty,2021,Yashwanth Kumar Nakka et al.,B_trajectory_optimization
2106.09125,Convex Optimization for Trajectory Generation,2021,Danylo Malyuta et al.,B_trajectory_optimization
2107.00817,A Levy Flight based Narrow Passage Sampling Method for Probabilistic Roadmap Planners,2021,Shubham Shukla et al.,O_dense_forest_narrow_passage
2107.01259,Accelerating Kinodynamic RRT* Through Dimensionality Reduction,2021,Dongliang Zheng et al.,D_asymptotically_optimal_sampling
2107.01834,Third Party Risk Modelling and Assessment for Safe UAV Path Planning in Metropolitan Environments,2021,Bizhao Pang et al.,F_hybrid_astar
2107.02829,Search-based Path Planning for a High Dimensional Manipulator in Cluttered Environments Using Optimization-based Primitives,2021,Muhammad Suhail Saleem et al.,J_homotopy_topology
2107.05842,Motion Planning by Learning the Solution Manifold in Trajectory Optimization,2021,Takayuki Osa,L_learning_path_optimization
2107.12219,Integer-Programming-Based Narrow-Passage Multi-Robot Path Planning with Effective Heuristics,2021,Jiaxi Huo et al.,J_homotopy_topology
2108.00762,Redundancy Resolution in Kinematic Control of Serial Manipulators in Multi-Obstacle Environment,2021,Wanda Zhao et al.,H_hierarchical_planning
2108.01036,Optimal Solving of Constrained Path-Planning Problems with Graph Convolutional Networks and Optimized Tree Search,2021,Kevin Osanlou et al.,O_dense_forest_narrow_passage
2108.01884,Adaptive Path Planning for UAV-based Multi-Resolution Semantic Segmentation,2021,Felix Stache et al.,H_hierarchical_planning
2108.06618,Adaptive Selection of Informative Path Planning Strategies via Reinforcement Learning,2021,Taeyeong Choi et al.,Q_informed_sampling
2108.11775,Parallelised Diffeomorphic Sampling-based Motion Planning,2021,Tin Lai et al.,Q_informed_sampling
2109.00890,Real-World Application of Various Trajectory Planning Algorithms on MIT RACECAR,2021,Oguzhan Kose,C_elastic_band
2109.07111,Elastic Tracker: A Spatio-temporal Trajectory Planner Flexible Aerial Tracking,2021,Jialin Ji et al.,I_corridor_planning
2109.07627,Adversarially Regularized Policy Learning Guided by Trajectory Optimization,2021,Zhigen Zhao et al.,L_learning_path_optimization
2109.07977,Convex strategies for trajectory optimisation: application to the Polytope Traversal Problem,2021,Steve Tonneau,B_trajectory_optimization
2109.09041,Online Distributed Trajectory Planning for Quadrotor Swarm with Feasibility Guarantee using Linear Safe Corridor,2021,Jungwon Park et al.,I_corridor_planning
2110.05328,AMRA*: Anytime Multi-Resolution Multi-Heuristic A*,2021,Dhruv Mauria Saxena et al.,H_hierarchical_planning
2110.07105,Integrated Path Planning and Tracking Control of Marine Current Turbine in Uncertain Ocean Environments,2021,Arezoo Hasankhani et al.,G_subgoal_optimization
2111.00383,Relevant Region Sampling Strategy with Adaptive Heuristic for Asymptotically Optimal Path Planning,2021,Chenming Li et al.,D_asymptotically_optimal_sampling;Q_informed_sampling
2111.01877,AIT* and EIT*: Asymmetric bidirectional sampling-based path planning,2021,Marlin P. Strub et al.,Q_informed_sampling
2111.06739,Neural Motion Planning for Autonomous Parking,2021,Dongchan Kim et al.,F_hybrid_astar
2111.06923,ARC Nav -- A 3D Navigation Stack for Autonomous Robots,2021,Vishwas N. S et al.,D_asymptotically_optimal_sampling
2112.04612,Gaussian Process Constraint Learning for Scalable Chance-Constrained Motion Planning from Demonstrations,2021,Glen Chou et al.,P_nonholonomic_constraints
2112.14953,Adaptive Gaussian Process based Stochastic Trajectory Optimization for Motion Planning,2021,Feng Yichang et al.,B_trajectory_optimization
2001.02330,High-Level Plan for Behavioral Robot Navigation with Natural Language Directions and R-NET,2020,Amar Shrestha et al.,G_subgoal_optimization
2001.08092,Local Policy Optimization for Trajectory-Centric Reinforcement Learning,2020,Patrik Kolaric et al.,L_learning_path_optimization
2002.01591,"Reachable Sets for Safe, Real-Time Manipulator Trajectory Design",2020,Patrick Holmes et al.,B_trajectory_optimization
2002.06599,Adaptively Informed Trees (AIT*): Fast Asymptotically Optimal Path Planning through Adaptive Heuristics,2020,Marlin P. Strub et al.,D_asymptotically_optimal_sampling;Q_informed_sampling
2002.12494,Rationally Inattentive Path-Planning via RRT*,2020,Jeb Stefan et al.,J_homotopy_topology
2003.02401,GOMP: Grasp-Optimized Motion Planning for Bin Picking,2020,Jeffrey Ichnowski et al.,B_trajectory_optimization
2003.07811,Provably Safe Trajectory Optimization in the Presence of Uncertain Convex Obstacles,2020,Charles Dawson et al.,B_trajectory_optimization
2004.05241,TIE: Time-Informed Exploration For Robot Motion Planning,2020,Sagar Suhas Joshi et al.,Q_informed_sampling
2005.04191,Adaptive Motion Planning with Artificial Potential Fields Using a Prior Path,2020,Javad Amiryan et al.,O_dense_forest_narrow_passage;Q_informed_sampling
2005.04374,Chance-Constrained Trajectory Optimization for Safe Exploration and Learning of Nonlinear Systems,2020,Yashwanth Kumar Nakka et al.,L_learning_path_optimization
2006.04194,Robotic Motion Planning using Learned Critical Sources and Local Sampling,2020,Rajat Kumar Jenamani et al.,O_dense_forest_narrow_passage
2006.07746,Learning Manifolds for Sequential Motion Planning,2020,Isabel M. Rayas Fernández et al.,L_learning_path_optimization
2007.04842,An Interior Point Method Solving Motion Planning Problems with Narrow Passages,2020,Jim Mainprice et al.,O_dense_forest_narrow_passage
2007.09595,Risk-aware Path and Motion Planning for a Tethered Aerial Visual Assistant in Unstructured or Confined Environments,2020,Xuesu Xiao,M_multi_objective_planning
2008.00766,Tracking the Race Between Deep Reinforcement Learning and Imitation Learning -- Extended Version,2020,Timo P. Gros et al.,L_learning_path_optimization
2009.10484,Asymptotically Optimal Sampling-Based Motion Planning Methods,2020,Jonathan D. Gammell et al.,R_surveys
2010.01215,Efficient Multi-Contact Pattern Generation with Sequential Convex Approximations of the Centroidal Dynamics,2020,Brahayam Ponton et al.,B_trajectory_optimization
2010.07133,A Geometric Approach to On-road Motion Planning for Long and Multi-Body Heavy-Duty Vehicles,2020,Rui Oliveira et al.,O_dense_forest_narrow_passage
2010.14524,Section Patterns: Efficiently Solving Narrow Passage Problems in Multilevel Motion Planning,2020,Andreas Orthey et al.,O_dense_forest_narrow_passage
2010.14693,AM-RRT*: Informed Sampling-based Planning with Assisting Metric,2020,Daniel Armstrong et al.,A_path_smoothing;D_asymptotically_optimal_sampling
2011.00390,A Passive Navigation Planning Algorithm for Collision-free Control of Mobile Robots,2020,Carlo Tiseo et al.,C_elastic_band
2011.00806,Search-based Kinodynamic Motion Planning for Omnidirectional Quadruped Robots,2020,Pei Wang et al.,C_elastic_band
